Name	Set/Number	ImageFile	Rarity	Series	Formats	Type	Nation	Clan	Race	Grade	Skill	Power	Critical	Shield	Trigger	Trigger Power	Script
In the Darkness Nobody Knows	D-BT01/094EN	dbt01_094en	C	D Series	Standard, Premium	Set Order/World	Brandt Gate	-	-	3	-	-	-	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Actual Analyst, Kokabiel	D-BT01/095EN	dbt01_095en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Angel	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Divine Sister, Lepisto	D-BT01/096EN	dbt01_096en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Elf	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Remission Sword, Phanuel	D-BT01/097EN	dbt01_097en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Angel	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Divine Sister, Pastelitos	D-BT01/098EN	dbt01_098en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Elf	2	Intercept	10000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Tier Square Sorceress	D-BT01/099EN	dbt01_099en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Human	1	Boost	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Knight of Heavenly Wind, Vachel	D-BT01/100EN	dbt01_100en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Elf	1	Boost	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Tri Connect Sorceress	D-BT01/101EN	dbt01_101en	C	D Series	Standard, Premium	Normal Unit	Keter Sanctuary	-	Human	0	Boost	6000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
White Fang Witch, Disma	D-BT01/102EN	dbt01_102en	C	D Series	Standard, Premium	Trigger Unit	Keter Sanctuary	-	Human	0	Boost	5000	1	15000	Critical	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Exalting Knight, Eafred	D-BT01/103EN	dbt01_103en	C	D Series	Standard, Premium	Trigger Unit	Keter Sanctuary	-	Human	0	Boost	5000	1	5000	Draw	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
White Crow Sorcerer, Taxus	D-BT01/104EN	dbt01_104en	C	D Series	Standard, Premium	Trigger Unit	Keter Sanctuary	-	Human	0	Boost	5000	1	15000	Front	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Circuling Sorceress	D-BT01/105EN	dbt01_105en	C	D Series	Standard, Premium	Trigger Unit	Keter Sanctuary	-	Human	0	Boost	5000	1	15000	Heal	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Downswing of Sword of Judgement	D-BT01/106EN	dbt01_106en	C	D Series	Standard, Premium	Normal Order	Keter Sanctuary	-	-	3	-	-	-	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Hopeful Testode	D-BT01/107EN	dbt01_107en	C	D Series	Standard, Premium	Blitz Order	Keter Sanctuary	-	-	3	-	-	-	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Astute Noble, Edgar	D-BT01/108EN	dbt01_108en	C	D Series	Standard, Premium	Normal Unit	Stoicheia	-	Bioroid	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Hydrolic Ram Dragon	D-BT01/109EN	dbt01_109en	C	D Series	Standard, Premium	Normal Unit	Stoicheia	-	Tear Dragon	3	Twin Drive!!, Persona Ride	13000	1	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Dark Pilgrimage	D-BT01/110EN	dbt01_110en	C	D Series	Standard, Premium	Normal Unit	Stoicheia	-	Ghost	1	Boost	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Rancor Chain	D-BT01/111EN	dbt01_111en	C	D Series	Standard, Premium	Normal Unit	Stoicheia	-	Ghost	1	Boost	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Conspiring Mutant, Admantis	D-BT01/112EN	dbt01_112en	C	D Series	Standard, Premium	Normal Unit	Stoicheia	-	Insect	1	Boost	8000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Dream Nibbling	D-BT01/113EN	dbt01_113en	C	D Series	Standard, Premium	Normal Unit	Stoicheia	-	Ghost	0	Boost	6000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Abyss Temptation	D-BT01/114EN	dbt01_114en	C	D Series	Standard, Premium	Trigger Unit	Stoicheia	-	Ghost	0	Boost	5000	1	15000	Critical	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Lost Child of Attachment	D-BT01/115EN	dbt01_115en	C	D Series	Standard, Premium	Trigger Unit	Stoicheia	-	Ghost	0	Boost	5000	1	5000	Draw	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Grudgeful Hatchet	D-BT01/116EN	dbt01_116en	C	D Series	Standard, Premium	Trigger Unit	Stoicheia	-	Zombie	0	Boost	5000	1	15000	Front	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Elegy Pixy	D-BT01/117EN	dbt01_117en	C	D Series	Standard, Premium	Trigger Unit	Stoicheia	-	Ghost	0	Boost	5000	1	15000	Heal	+10000	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Tearful Malice	D-BT01/118EN	dbt01_118en	C	D Series	Standard, Premium	Normal Order	Stoicheia	-	-	2	-	-	-	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Ghost Chase	D-BT01/119EN	dbt01_119en	C	D Series	Standard, Premium	Blitz Order	Stoicheia	-	-	2	-	-	-	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Sealed Path	D-BT01/120EN	dbt01_120en	C	D Series	Standard, Premium	Blitz Order	Stoicheia	-	-	2	-	-	-	-	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
Trickstar	D-BT01/DSR01EN	dbt01_dsr01en	DSR	D Series	Standard, Premium	Normal Unit	Dragon Empire	-	Talisman	0	Boost	5000	1	5000	-	-	<s><a>n</a><l>Power +1000</l><f>/ccr+1;/s </f></s><s><a>n</a><l>Power +2000</l><f>/ccr+2;/s </f></s><s><a>n</a><l>Power +3000</l><f>/ccr+3;/s </f></s><s><a>n</a><l>Power +4000</l><f>/ccr+4;/s </f></s><s><a>n</a><l>Power +5000</l><f>/ccr+5;/s </f></s><s><a>n</a><l>Power +6000</l><f>/ccr+6;/s </f></s><s><a>n</a><l>Power +7000</l><f>/ccr+7;/s </f></s><s><a>n</a><l>Power +10000</l><f>/ccr+10;/s </f></s><s><a>n</a><l>Power -5000</l><f>/ccr-5;/s </f></s><s><a>n</a><l>Power -10000</l><f>/ccr-10;/s </f></s><s><a>n</a><l>Critical -1</l><f>/ccy-1;/s </f></s><s><a>n</a><l>Critical -2</l><f>/ccy-2;/s </f></s>
